grupedad	codmuer	critred1011
NEONATAL	M812	
NEONATAL	M813	
NEONATAL	M814	
NEONATAL	M815	
NEONATAL	M816	
NEONATAL	M818	
NEONATAL	M819	
NEONATAL	M830	
NEONATAL	M831	
NEONATAL	M832	
NEONATAL	M833	
NEONATAL	M834	
NEONATAL	M835	
NEONATAL	M838	
NEONATAL	M839	
NEONATAL	M840	
NEONATAL	M841	
NEONATAL	M842	
NEONATAL	M843	
NEONATAL	M844	
NEONATAL	M848	
NEONATAL	M849	
NEONATAL	M850	
NEONATAL	M851	
NEONATAL	M852	
NEONATAL	M853	
NEONATAL	M854	
NEONATAL	M855	
NEONATAL	M856	
NEONATAL	M858	
NEONATAL	M859	
NEONATAL	M870	
NEONATAL	M871	
NEONATAL	M872	
NEONATAL	M873	
NEONATAL	M878	
NEONATAL	M879	
NEONATAL	M880	
NEONATAL	M888	
NEONATAL	M889	
NEONATAL	M890	
NEONATAL	M891	
NEONATAL	M892	
NEONATAL	M893	
NEONATAL	M894	
NEONATAL	M895	
NEONATAL	M896	
NEONATAL	M898	
NEONATAL	M899	
NEONATAL	M910	
NEONATAL	M911	
NEONATAL	M912	
NEONATAL	M913	
NEONATAL	M918	
NEONATAL	M919	
NEONATAL	M920	
NEONATAL	M921	
NEONATAL	M922	
NEONATAL	M923	
NEONATAL	M924	
NEONATAL	M925	
NEONATAL	M926	
NEONATAL	M927	
NEONATAL	M928	
NEONATAL	M929	
NEONATAL	M930	
NEONATAL	M931	
NEONATAL	M932	
NEONATAL	M938	
NEONATAL	M939	
NEONATAL	M940	
NEONATAL	M941	
NEONATAL	M942	
NEONATAL	M943	
NEONATAL	M948	
NEONATAL	M949	
NEONATAL	M950	
NEONATAL	M951	
NEONATAL	M952	
NEONATAL	M953	
NEONATAL	M954	
NEONATAL	M955	
NEONATAL	M958	
NEONATAL	M959	
NEONATAL	M990	
NEONATAL	M991	
NEONATAL	M992	
NEONATAL	M993	
NEONATAL	M994	
NEONATAL	M995	
NEONATAL	M996	
NEONATAL	M997	
NEONATAL	M998	
NEONATAL	M999	
NEONATAL	N000	
NEONATAL	N001	
NEONATAL	N002	
NEONATAL	N003	
NEONATAL	N004	
NEONATAL	N005	
NEONATAL	N006	
NEONATAL	N007	
NEONATAL	N008	
NEONATAL	N009	
NEONATAL	N010	
NEONATAL	N011	
NEONATAL	N012	
NEONATAL	N013	
NEONATAL	N014	
NEONATAL	N015	
NEONATAL	N016	
NEONATAL	N017	
NEONATAL	N018	
NEONATAL	N019	
NEONATAL	N030	
NEONATAL	N031	
NEONATAL	N032	
NEONATAL	N033	
NEONATAL	N034	
NEONATAL	N035	
NEONATAL	N036	
NEONATAL	N037	
NEONATAL	N038	
NEONATAL	N039	
NEONATAL	N050	
NEONATAL	N051	
NEONATAL	N052	
NEONATAL	N053	
NEONATAL	N054	
NEONATAL	N055	
NEONATAL	N056	
NEONATAL	N057	
NEONATAL	N058	
NEONATAL	N059	
NEONATAL	N060	
NEONATAL	N061	
NEONATAL	N062	
NEONATAL	N063	
NEONATAL	N064	
NEONATAL	N065	
NEONATAL	N066	
NEONATAL	N067	
NEONATAL	N068	
NEONATAL	N069	
NEONATAL	N110	
NEONATAL	N111	
NEONATAL	N118	
NEONATAL	N119	
NEONATAL	N210	
NEONATAL	N211	
NEONATAL	N218	
NEONATAL	N219	
NEONATAL	N23X	
NEONATAL	N26X	
NEONATAL	N270	
NEONATAL	N271	
NEONATAL	N279	
NEONATAL	N300	
NEONATAL	N301	
NEONATAL	N302	
NEONATAL	N303	
NEONATAL	N304	
NEONATAL	N308	
NEONATAL	N309	
NEONATAL	N320	
NEONATAL	N328	
NEONATAL	N329	
NEONATAL	N340	
NEONATAL	N341	
NEONATAL	N342	
NEONATAL	N343	
NEONATAL	N390	
NEONATAL	N391	
NEONATAL	N392	
NEONATAL	N393	
NEONATAL	N394	
NEONATAL	N398	
NEONATAL	N399	
NEONATAL	N40X	
NEONATAL	N410	
NEONATAL	N411	
NEONATAL	N412	
NEONATAL	N413	
NEONATAL	N418	
NEONATAL	N419	
NEONATAL	N420	
NEONATAL	N421	
NEONATAL	N422	
NEONATAL	N428	
NEONATAL	N429	
NEONATAL	N430	
NEONATAL	N431	
NEONATAL	N432	
NEONATAL	N433	
NEONATAL	N434	
NEONATAL	N44X	
NEONATAL	N46X	
NEONATAL	N47X	
NEONATAL	N480	
NEONATAL	N481	
NEONATAL	N482	
NEONATAL	N483	
NEONATAL	N484	
NEONATAL	N485	
NEONATAL	N486	
NEONATAL	N488	
NEONATAL	N489	
NEONATAL	N490	
NEONATAL	N491	
NEONATAL	N492	
NEONATAL	N498	
NEONATAL	N499	
NEONATAL	N500	
NEONATAL	N501	
NEONATAL	N508	
NEONATAL	N509	
NEONATAL	N600	
NEONATAL	N601	
NEONATAL	N602	
NEONATAL	N603	
NEONATAL	N604	
NEONATAL	N608	
NEONATAL	N609	
NEONATAL	N61X	
NEONATAL	N62X	
NEONATAL	N63X	
NEONATAL	N640	
NEONATAL	N641	
NEONATAL	N642	
NEONATAL	N643	
NEONATAL	N644	
NEONATAL	N645	
NEONATAL	N648	
NEONATAL	N649	
NEONATAL	N700	
NEONATAL	N701	
NEONATAL	N709	
NEONATAL	N710	
NEONATAL	N711	
NEONATAL	N719	
NEONATAL	N72X	
NEONATAL	N730	
NEONATAL	N731	
NEONATAL	N732	
NEONATAL	N733	
NEONATAL	N734	
NEONATAL	N735	
NEONATAL	N736	
NEONATAL	N738	
NEONATAL	N739	
NEONATAL	N750	
NEONATAL	N751	
NEONATAL	N758	
NEONATAL	N759	
NEONATAL	N760	
NEONATAL	N761	
NEONATAL	N762	
NEONATAL	N763	
NEONATAL	N764	
NEONATAL	N765	
NEONATAL	N766	
NEONATAL	N768	
NEONATAL	N800	
NEONATAL	N801	
NEONATAL	N802	
NEONATAL	N803	
NEONATAL	N804	
NEONATAL	N805	
NEONATAL	N806	
NEONATAL	N808	
NEONATAL	N809	
NEONATAL	N879	
NEONATAL	N880	
NEONATAL	N881	
NEONATAL	N882	
NEONATAL	N883	
NEONATAL	N884	
NEONATAL	N888	
NEONATAL	N889	
NEONATAL	N890	
NEONATAL	N891	
NEONATAL	N892	
NEONATAL	N893	
NEONATAL	N894	
NEONATAL	N895	
NEONATAL	N896	
NEONATAL	N897	
NEONATAL	N898	
NEONATAL	N899	
NEONATAL	N900	
NEONATAL	N901	
NEONATAL	N902	
NEONATAL	N903	
NEONATAL	N904	
NEONATAL	N905	
NEONATAL	N906	
NEONATAL	N907	
NEONATAL	N908	
NEONATAL	N909	
NEONATAL	N910	
NEONATAL	N911	
NEONATAL	N912	
NEONATAL	N913	
NEONATAL	N914	
NEONATAL	K143	
NEONATAL	K144	
NEONATAL	N915	
NEONATAL	N920	
NEONATAL	N921	
NEONATAL	N922	
NEONATAL	N923	
NEONATAL	N924	
NEONATAL	N925	
NEONATAL	N926	
NEONATAL	N930	
NEONATAL	N938	
NEONATAL	N939	
NEONATAL	N940	
NEONATAL	N941	
NEONATAL	N942	
NEONATAL	N943	
NEONATAL	N944	
NEONATAL	N945	
NEONATAL	N946	
NEONATAL	N948	
NEONATAL	N949	
NEONATAL	N950	
NEONATAL	N951	
NEONATAL	N952	
NEONATAL	N953	
NEONATAL	N958	
NEONATAL	N959	
NEONATAL	N96X	
NEONATAL	N970	
NEONATAL	N971	
NEONATAL	N972	
NEONATAL	N973	
NEONATAL	N974	
NEONATAL	N978	
NEONATAL	N979	
NEONATAL	N980	
NEONATAL	N981	
NEONATAL	N982	
NEONATAL	N983	
NEONATAL	N988	
NEONATAL	N989	
NEONATAL	P120	
NEONATAL	P121	
NEONATAL	P122	
NEONATAL	P123	
NEONATAL	P124	
NEONATAL	P128	
NEONATAL	P129	
NEONATAL	P132	
NEONATAL	P133	
NEONATAL	P134	
NEONATAL	P138	
NEONATAL	P139	
NEONATAL	P140	
NEONATAL	P141	
NEONATAL	P143	
NEONATAL	P148	
NEONATAL	P149	
NEONATAL	P152	
NEONATAL	P153	
NEONATAL	P154	
NEONATAL	P155	
NEONATAL	P156	
NEONATAL	P158	
NEONATAL	P159	
NEONATAL	P221	
NEONATAL	P270	
NEONATAL	P271	
NEONATAL	P278	
NEONATAL	P279	
NEONATAL	P540	
NEONATAL	P541	
NEONATAL	P542	
NEONATAL	P543	
NEONATAL	P544	
NEONATAL	P545	
NEONATAL	P546	
NEONATAL	P548	
NEONATAL	P549	
NEONATAL	P580	
NEONATAL	P581	
NEONATAL	P582	
NEONATAL	P583	
NEONATAL	P584	
NEONATAL	P585	
NEONATAL	P588	
NEONATAL	P589	
NEONATAL	P590	
NEONATAL	P591	
NEONATAL	P592	
NEONATAL	P593	
NEONATAL	P598	
NEONATAL	P599	
NEONATAL	P720	
NEONATAL	P721	
NEONATAL	P722	
NEONATAL	P728	
NEONATAL	P729	
NEONATAL	P740	
NEONATAL	P741	
NEONATAL	P742	
NEONATAL	P743	
NEONATAL	P744	
NEONATAL	P745	
NEONATAL	P748	
NEONATAL	P749	
NEONATAL	P760	
NEONATAL	P761	
NEONATAL	P762	
NEONATAL	P782	
NEONATAL	P783	
NEONATAL	P788	
NEONATAL	P789	
NEONATAL	P830	
NEONATAL	P831	
NEONATAL	P833	
NEONATAL	P834	
NEONATAL	P835	
NEONATAL	P836	
NEONATAL	P838	
NEONATAL	P839	
NEONATAL	P90X	
NEONATAL	P911	
NEONATAL	P912	
NEONATAL	P913	
NEONATAL	P914	
NEONATAL	P915	
NEONATAL	P920	
NEONATAL	P921	
NEONATAL	P922	
NEONATAL	P924	
NEONATAL	P925	
NEONATAL	P928	
NEONATAL	P929	
NEONATAL	P940	
NEONATAL	P941	
NEONATAL	P942	
NEONATAL	P948	
NEONATAL	P949	
NEONATAL	P95X	
NEONATAL	P963	
NEONATAL	P964	
NEONATAL	Q02X	
NEONATAL	Q040	
NEONATAL	Q044	
NEONATAL	Q045	
NEONATAL	Q060	
NEONATAL	Q062	
NEONATAL	Q063	
NEONATAL	Q064	
NEONATAL	Q078	
NEONATAL	Q079	
NEONATAL	Q100	
NEONATAL	K592	
NEONATAL	Q101	
NEONATAL	Q102	
NEONATAL	Q103	
NEONATAL	Q104	
NEONATAL	Q105	
NEONATAL	Q106	
NEONATAL	Q107	
NEONATAL	Q110	
NEONATAL	Q111	
NEONATAL	Q112	
NEONATAL	Q113	
NEONATAL	Q120	
NEONATAL	Q121	
NEONATAL	Q122	
NEONATAL	Q123	
NEONATAL	Q124	
NEONATAL	Q128	
NEONATAL	Q129	
NEONATAL	Q130	
NEONATAL	Q131	
NEONATAL	Q132	
NEONATAL	Q133	
NEONATAL	Q134	
NEONATAL	Q135	
NEONATAL	Q138	
NEONATAL	Q139	
NEONATAL	Q140	
NEONATAL	Q141	
NEONATAL	Q142	
NEONATAL	Q143	
NEONATAL	Q148	
NEONATAL	Q149	
NEONATAL	Q150	
NEONATAL	Q158	
NEONATAL	Q159	
NEONATAL	Q160	
NEONATAL	Q161	
NEONATAL	Q162	
NEONATAL	Q163	
NEONATAL	Q164	
NEONATAL	Q165	
NEONATAL	Q169	
NEONATAL	Q170	
NEONATAL	Q171	
NEONATAL	Q172	
NEONATAL	Q173	
NEONATAL	Q174	
NEONATAL	Q175	
NEONATAL	Q178	
NEONATAL	Q179	
NEONATAL	Q180	
NEONATAL	Q181	
NEONATAL	Q182	
NEONATAL	Q183	
NEONATAL	Q184	
NEONATAL	Q185	
NEONATAL	Q186	
NEONATAL	Q187	
NEONATAL	Q188	
NEONATAL	Q189	
NEONATAL	Q205	
NEONATAL	Q206	
NEONATAL	Q240	
NEONATAL	Q241	
NEONATAL	Q261	
NEONATAL	Q268	
NEONATAL	Q269	
NEONATAL	Q270	
NEONATAL	Q272	
NEONATAL	Q274	
NEONATAL	Q278	
NEONATAL	Q279	
NEONATAL	Q355	
NEONATAL	Q357	
NEONATAL	Q359	
NEONATAL	Q360	
NEONATAL	Q361	
NEONATAL	Q369	
NEONATAL	Q370	
NEONATAL	Q371	
NEONATAL	Q372	
NEONATAL	Q373	
NEONATAL	Q374	
NEONATAL	Q375	
NEONATAL	Q378	
NEONATAL	Q379	
NEONATAL	Q380	
NEONATAL	Q381	
NEONATAL	Q382	
NEONATAL	Q383	
NEONATAL	Q384	
NEONATAL	Q385	
NEONATAL	Q386	
NEONATAL	Q387	
NEONATAL	Q388	
NEONATAL	Q435	
NEONATAL	Q500	
NEONATAL	Q501	
NEONATAL	Q502	
NEONATAL	Q503	
NEONATAL	Q504	
NEONATAL	Q505	
NEONATAL	Q506	
NEONATAL	Q510	
NEONATAL	Q511	
NEONATAL	Q512	
NEONATAL	Q513	
NEONATAL	Q514	
NEONATAL	Q515	
NEONATAL	Q516	
NEONATAL	Q517	
NEONATAL	Q518	
NEONATAL	Q519	
NEONATAL	Q520	
NEONATAL	Q521	
NEONATAL	Q522	
NEONATAL	Q523	
NEONATAL	Q524	
NEONATAL	Q525	
NEONATAL	Q526	
NEONATAL	Q527	
NEONATAL	Q528	
NEONATAL	Q529	
NEONATAL	Q530	
NEONATAL	Q531	
NEONATAL	Q532	
NEONATAL	Q539	
NEONATAL	Q540	
NEONATAL	Q541	
NEONATAL	Q542	
NEONATAL	Q543	
NEONATAL	Q544	
NEONATAL	Q548	
NEONATAL	Q549	
NEONATAL	Q550	
NEONATAL	Q551	
NEONATAL	Q552	
NEONATAL	Q553	
NEONATAL	Q554	
NEONATAL	Q555	
NEONATAL	Q556	
NEONATAL	Q558	
NEONATAL	Q559	
NEONATAL	Q560	
NEONATAL	Q561	
NEONATAL	Q562	
NEONATAL	Q563	
NEONATAL	Q564	
NEONATAL	Q600	DIFICILMENTE REDUCIBLE
NEONATAL	Q603	DIFICILMENTE REDUCIBLE
NEONATAL	Q610	
NEONATAL	Q612	
NEONATAL	Q614	
NEONATAL	Q630	
NEONATAL	L100	
NEONATAL	Q631	
NEONATAL	Q632	
NEONATAL	Q633	
NEONATAL	Q638	
NEONATAL	Q640	
NEONATAL	Q650	
NEONATAL	Q651	
NEONATAL	Q652	
NEONATAL	Q653	
NEONATAL	Q654	
NEONATAL	Q655	
NEONATAL	Q656	
NEONATAL	Q658	
NEONATAL	Q659	
NEONATAL	Q660	
NEONATAL	Q661	
NEONATAL	Q662	
NEONATAL	Q663	
NEONATAL	Q664	
NEONATAL	Q665	
NEONATAL	Q666	
NEONATAL	Q667	
NEONATAL	Q668	
NEONATAL	Q669	
NEONATAL	Q670	
NEONATAL	Q671	
NEONATAL	Q672	
NEONATAL	Q673	
NEONATAL	Q674	
NEONATAL	Q675	
NEONATAL	Q676	
NEONATAL	Q677	
NEONATAL	Q678	
NEONATAL	Q680	
NEONATAL	Q681	
NEONATAL	Q682	
NEONATAL	Q683	
NEONATAL	Q684	
NEONATAL	Q685	
NEONATAL	Q688	
NEONATAL	Q690	
NEONATAL	Q691	
NEONATAL	Q692	
NEONATAL	Q699	
NEONATAL	Q700	
NEONATAL	Q701	
NEONATAL	Q702	
NEONATAL	Q703	
NEONATAL	Q704	
NEONATAL	Q709	
NEONATAL	Q710	
NEONATAL	Q711	
NEONATAL	Q712	
NEONATAL	Q713	
NEONATAL	Q714	
NEONATAL	Q828	
NEONATAL	Q829	
NEONATAL	Q830	
NEONATAL	Q831	
NEONATAL	Q832	
NEONATAL	Q833	
NEONATAL	Q838	
NEONATAL	Q839	
NEONATAL	Q840	
NEONATAL	Q841	
NEONATAL	Q842	
NEONATAL	Q843	
NEONATAL	Q844	
NEONATAL	Q845	
NEONATAL	Q846	
NEONATAL	Q848	
NEONATAL	Q849	
NEONATAL	Q850	
NEONATAL	Q858	
NEONATAL	Q859	
NEONATAL	Q892	
NEONATAL	Q893	
NEONATAL	Q970	
NEONATAL	Q971	
NEONATAL	Q972	
NEONATAL	Q973	
NEONATAL	Q978	
NEONATAL	Q979	
NEONATAL	L571	
NEONATAL	W420	
NEONATAL	W421	
NEONATAL	W422	
NEONATAL	W423	
NEONATAL	W424	
NEONATAL	W425	
NEONATAL	W426	
NEONATAL	W427	
NEONATAL	W428	
NEONATAL	W429	
NEONATAL	W430	
NEONATAL	W431	
NEONATAL	W432	
NEONATAL	W433	
NEONATAL	W434	
NEONATAL	W435	
NEONATAL	W436	
NEONATAL	W437	
NEONATAL	W438	
NEONATAL	W439	
NEONATAL	W510	
NEONATAL	W511	
NEONATAL	W512	
NEONATAL	W513	
NEONATAL	W514	
NEONATAL	W515	
NEONATAL	W516	
NEONATAL	W517	
NEONATAL	W518	
NEONATAL	W519	
NEONATAL	M020	
NEONATAL	M021	
NEONATAL	W570	
NEONATAL	W571	
NEONATAL	W572	
NEONATAL	W573	
NEONATAL	W574	
NEONATAL	W575	
NEONATAL	W576	
NEONATAL	W577	
NEONATAL	W578	
NEONATAL	W579	
NEONATAL	W880	
NEONATAL	W881	
NEONATAL	W882	
NEONATAL	W883	
NEONATAL	W884	
NEONATAL	W885	
NEONATAL	W886	
NEONATAL	W887	
NEONATAL	W888	
NEONATAL	W889	
NEONATAL	W890	
NEONATAL	W891	
NEONATAL	W892	
NEONATAL	W893	
NEONATAL	W894	
NEONATAL	W895	
NEONATAL	W896	
NEONATAL	W897	
NEONATAL	W898	
NEONATAL	W899	
NEONATAL	W900	
NEONATAL	W901	
NEONATAL	W902	
NEONATAL	W903	
NEONATAL	W904	
NEONATAL	W905	
NEONATAL	W906	
NEONATAL	W907	
NEONATAL	W908	
NEONATAL	W909	
NEONATAL	W910	
NEONATAL	W911	
NEONATAL	W912	
NEONATAL	W913	
NEONATAL	W914	
NEONATAL	W915	
NEONATAL	W916	
NEONATAL	W917	
NEONATAL	W918	
NEONATAL	W919	
NEONATAL	X500	
NEONATAL	X600	
NEONATAL	X601	
NEONATAL	X602	
NEONATAL	X603	
NEONATAL	X604	
NEONATAL	X605	
NEONATAL	X606	
NEONATAL	X607	
NEONATAL	X608	
NEONATAL	X609	
NEONATAL	X610	
NEONATAL	X611	
NEONATAL	X612	
NEONATAL	X613	
NEONATAL	X614	
NEONATAL	X615	
NEONATAL	X616	
NEONATAL	X617	
NEONATAL	X618	
NEONATAL	X619	
NEONATAL	X620	
NEONATAL	X621	
NEONATAL	X622	
NEONATAL	X623	
NEONATAL	X624	
NEONATAL	X625	
NEONATAL	X626	
NEONATAL	X627	
NEONATAL	X628	
NEONATAL	X629	
NEONATAL	X630	
NEONATAL	X631	
NEONATAL	X632	
NEONATAL	X633	
NEONATAL	X634	
NEONATAL	X635	
NEONATAL	X636	
NEONATAL	X637	
NEONATAL	X638	
NEONATAL	X639	
NEONATAL	X640	
NEONATAL	X641	
NEONATAL	X642	
NEONATAL	X643	
NEONATAL	X644	
NEONATAL	X645	
NEONATAL	X646	
NEONATAL	X647	
NEONATAL	X648	
NEONATAL	X649	
NEONATAL	X650	
NEONATAL	X651	
NEONATAL	X652	
NEONATAL	X653	
NEONATAL	X654	
NEONATAL	X655	
NEONATAL	X656	
NEONATAL	X657	
NEONATAL	X658	
NEONATAL	X659	
NEONATAL	X660	
NEONATAL	X661	
NEONATAL	X662	
NEONATAL	X663	
NEONATAL	X664	
NEONATAL	X665	
NEONATAL	X666	
NEONATAL	X667	
NEONATAL	X668	
NEONATAL	X669	
NEONATAL	X670	
NEONATAL	X671	
NEONATAL	X672	
NEONATAL	X673	
NEONATAL	X674	
NEONATAL	X675	
NEONATAL	X676	
NEONATAL	X677	
NEONATAL	X678	
NEONATAL	X679	
NEONATAL	X680	
NEONATAL	X681	
NEONATAL	X682	
NEONATAL	X683	
NEONATAL	X684	
NEONATAL	X685	
NEONATAL	X686	
NEONATAL	X687	
NEONATAL	X688	
NEONATAL	X689	
NEONATAL	X690	
NEONATAL	X691	
NEONATAL	X692	
NEONATAL	X693	
NEONATAL	X694	
NEONATAL	X695	
NEONATAL	X696	
NEONATAL	X697	
NEONATAL	X698	
NEONATAL	X699	
NEONATAL	X700	
NEONATAL	X701	
NEONATAL	X702	
NEONATAL	X703	
NEONATAL	X704	
NEONATAL	X705	
NEONATAL	X706	
NEONATAL	X707	
NEONATAL	X708	
NEONATAL	X709	
NEONATAL	X710	
NEONATAL	X711	
NEONATAL	X712	
NEONATAL	X713	
NEONATAL	X714	
NEONATAL	X715	
NEONATAL	X716	
NEONATAL	X717	
NEONATAL	X718	
NEONATAL	X719	
NEONATAL	X720	
NEONATAL	X721	
NEONATAL	X722	
NEONATAL	X723	
NEONATAL	X724	
NEONATAL	X725	
NEONATAL	X726	
NEONATAL	X727	
NEONATAL	X728	
NEONATAL	X729	
NEONATAL	X730	
NEONATAL	X731	
NEONATAL	X733	
NEONATAL	X734	
NEONATAL	X735	
NEONATAL	X736	
NEONATAL	X737	
NEONATAL	X738	
NEONATAL	X739	
NEONATAL	X740	
NEONATAL	X741	
NEONATAL	X742	
NEONATAL	X743	
NEONATAL	X744	
NEONATAL	X745	
NEONATAL	X746	
NEONATAL	X747	
NEONATAL	X748	
NEONATAL	X749	
NEONATAL	X750	
NEONATAL	X751	
NEONATAL	X752	
NEONATAL	X753	
NEONATAL	X754	
NEONATAL	X755	
NEONATAL	X756	
NEONATAL	X757	
NEONATAL	X758	
NEONATAL	X759	
NEONATAL	X760	
NEONATAL	X761	
NEONATAL	X762	
NEONATAL	X763	
NEONATAL	X764	
NEONATAL	X765	
NEONATAL	X766	
NEONATAL	X767	
NEONATAL	X768	
NEONATAL	X769	
NEONATAL	X770	
NEONATAL	X771	
NEONATAL	X772	
NEONATAL	X773	
NEONATAL	X774	
NEONATAL	X775	
NEONATAL	X776	
NEONATAL	X777	
NEONATAL	X778	
NEONATAL	X779	
NEONATAL	X780	
NEONATAL	X781	
NEONATAL	X782	
NEONATAL	X783	
NEONATAL	X784	
NEONATAL	X785	
NEONATAL	X786	
NEONATAL	X787	
NEONATAL	X788	
NEONATAL	X789	
NEONATAL	X790	
NEONATAL	X791	
NEONATAL	X792	
NEONATAL	X793	
NEONATAL	X794	
NEONATAL	X795	
NEONATAL	X796	
NEONATAL	X797	
NEONATAL	X798	
NEONATAL	X799	
NEONATAL	X800	
NEONATAL	X801	
NEONATAL	X802	
NEONATAL	X803	
NEONATAL	X804	
NEONATAL	X805	
NEONATAL	X806	
NEONATAL	X807	
NEONATAL	X808	
NEONATAL	X809	
NEONATAL	X810	
NEONATAL	X811	
NEONATAL	X812	
NEONATAL	X813	
NEONATAL	X814	
NEONATAL	X815	
NEONATAL	X816	
NEONATAL	X817	
NEONATAL	X818	
NEONATAL	X819	
NEONATAL	X820	
NEONATAL	X821	
NEONATAL	X822	
NEONATAL	X823	
NEONATAL	N849	
NEONATAL	P560	
NEONATAL	P569	
NEONATAL	Q351	
NEONATAL	Q353	
NEONATAL	Q400	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q401	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q402	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q403	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q408	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q409	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q410	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q411	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q412	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q419	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q420	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q421	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q422	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q423	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q428	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q429	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q430	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q431	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q432	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q433	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q434	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q436	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q437	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q438	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q439	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q450	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q451	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q452	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q453	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q458	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q459	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q418	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q620	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q621	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	X732	
NEONATAL	Q622	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q623	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q624	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q625	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q626	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q627	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q628	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
NEONATAL	Q641	REDUCIBLE EN EL RECIEN NACIDO POR TRATAMIENTO CLINICO Y QUIRURGICO
