grupedad	codmuer	critred1011
POSNEONATAL	I81X	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	I850	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	I859	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J050	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J051	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J09X	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J120	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J121	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J122	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J128	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J129	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J150	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J151	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J152	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J153	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J154	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J155	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J156	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J157	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J158	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J159	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J160	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J168	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J182	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J180	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J189	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J181	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J188	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J210	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J218	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J219	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J22X	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J440	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J441	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J448	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J449	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J690	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J691	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	J698	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	K20X	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L242	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L270	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L271	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L404	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L405	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L408	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L409	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L400	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L401	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L402	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L403	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L500	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L501	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L502	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L503	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L504	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L505	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L506	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L508	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L509	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L512	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L552	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L742	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L89X	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	L97X	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	M726	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N000	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N001	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N002	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N003	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N004	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N005	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N006	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N007	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N008	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N009	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N010	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N011	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N012	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N013	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N014	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N015	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N016	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N017	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N018	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N019	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N10X	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N110	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N111	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N118	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N119	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N12X	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N130	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N131	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N132	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N133	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N134	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N135	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N136	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N137	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N138	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N139	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N140	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N141	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N142	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N143	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N144	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N150	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N151	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N158	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N159	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N311	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N312	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N318	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N319	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N310	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N323	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N350	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N351	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N358	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	N359	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P000	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P001	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P002	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P005	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P004	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P010	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P011	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P012	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P013	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P014	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P015	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P016	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P017	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P018	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P019	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P020	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P021	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P022	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P023	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P024	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P025	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P026	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P027	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P028	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P029	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P030	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P031	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P032	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P033	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P034	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P035	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P036	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P038	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P039	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P040	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P041	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P042	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P043	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P044	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P045	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P046	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P048	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P049	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P003	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P006	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P007	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P008	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P009	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P071	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P073	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P050	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P051	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P052	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P059	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P100	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P101	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P102	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P103	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P104	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P108	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P109	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P110	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P111	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P112	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P113	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P114	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P115	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P119	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P130	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P131	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P132	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P133	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P134	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P138	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P139	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P150	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P151	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P200	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P201	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P209	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P210	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P211	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P219	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P230	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P231	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P232	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P233	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P234	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P235	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P236	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P238	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P239	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P270	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P271	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P278	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P279	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P282	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P283	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P284	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P285	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P288	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P280	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P281	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P289	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P360	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P361	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P362	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P363	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P364	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P365	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P368	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P369	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P370	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P371	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P372	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P373	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P374	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P375	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P378	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P379	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P38X	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P392	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P393	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P394	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P398	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P399	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P520	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P521	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P522	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P523	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P524	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P525	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P526	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P528	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P529	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P550	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P551	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P558	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P559	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P570	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P578	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P579	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	P77X	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q050	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q051	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q052	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q053	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q054	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q055	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q056	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q057	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q058	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q059	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q860	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q861	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q862	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Q868	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y400	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y401	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y402	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y403	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y404	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y405	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y406	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y407	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y408	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y409	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y410	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y411	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y412	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y413	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y414	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y415	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y418	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y419	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y420	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y421	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y422	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y423	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y424	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y425	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y426	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y427	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y428	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y429	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y430	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y431	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y432	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y433	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y434	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y435	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y436	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y438	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y439	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y440	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y441	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y442	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y443	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y444	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y445	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y446	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y447	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y449	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y450	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y451	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y452	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y453	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y454	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y455	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y458	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y459	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y460	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y461	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y462	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y463	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y464	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y465	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y466	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y467	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y468	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y470	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y471	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y472	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y473	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y474	REDUCIBLE POR PREVENCION Y TRATAMIENTO
POSNEONATAL	Y475	REDUCIBLE POR PREVENCION Y TRATAMIENTO
